1240
country:MMR	Gross national expenditure (current US$)	medium	1.00000
country:CRI	Gross national expenditure (current US$)	medium	1.00000
country:SRB	Gross national expenditure (current US$)	medium	1.00000
country:HRV	Gross national expenditure (current US$)	medium	1.00000
country:CIV	Gross national expenditure (current US$)	medium	1.00000
country:TZA	Gross national expenditure (current US$)	medium	1.00000
country:GHA	Gross national expenditure (current US$)	medium	1.00000
country:BGR	Gross national expenditure (current US$)	medium	1.00000
country:UZB	Gross national expenditure (current US$)	medium	1.00000
country:LKA	Gross national expenditure (current US$)	medium	1.00000
country:GTM	Gross national expenditure (current US$)	medium	1.00000
country:DOM	Gross national expenditure (current US$)	medium	1.00000
country:ECU	Gross national expenditure (current US$)	medium	1.00000
country:SVK	Gross national expenditure (current US$)	medium	1.00000
country:KEN	Gross national expenditure (current US$)	mediumHigh	1.00000
country:ETH	Gross national expenditure (current US$)	mediumHigh	1.00000
country:MAR	Gross national expenditure (current US$)	mediumHigh	1.00000
country:DZA	Gross national expenditure (current US$)	mediumHigh	1.00000
country:HUN	Gross national expenditure (current US$)	mediumHigh	1.00000
country:UKR	Gross national expenditure (current US$)	mediumHigh	1.00000
country:PER	Gross national expenditure (current US$)	mediumHigh	1.00000
country:GRC	Gross national expenditure (current US$)	mediumHigh	1.00000
country:PRT	Gross national expenditure (current US$)	mediumHigh	1.00000
country:SGP	Gross national expenditure (current US$)	mediumHigh	1.00000
country:CZE	Gross national expenditure (current US$)	mediumHigh	1.00000
country:FIN	Gross national expenditure (current US$)	mediumHigh	1.00000
country:ROU	Gross national expenditure (current US$)	mediumHigh	1.00000
country:IRL	Gross national expenditure (current US$)	mediumHigh	1.00000
country:CHL	Gross national expenditure (current US$)	mediumHigh	1.00000
country:COL	Gross national expenditure (current US$)	mediumHigh	1.00000
country:MYS	Gross national expenditure (current US$)	mediumHigh	1.00000
country:HKG	Gross national expenditure (current US$)	mediumHigh	1.00000
country:DNK	Gross national expenditure (current US$)	mediumHigh	1.00000
country:PAK	Gross national expenditure (current US$)	mediumHigh	1.00000
country:ZAF	Gross national expenditure (current US$)	mediumHigh	1.00000
country:NOR	Gross national expenditure (current US$)	mediumHigh	1.00000
country:BGD	Gross national expenditure (current US$)	mediumHigh	1.00000
country:EGY	Gross national expenditure (current US$)	mediumHigh	1.00000
country:PHL	Gross national expenditure (current US$)	mediumHigh	1.00000
country:NGA	Gross national expenditure (current US$)	high	1.00000
country:ARG	Gross national expenditure (current US$)	high	1.00000
country:ISR	Gross national expenditure (current US$)	high	1.00000
country:AUT	Gross national expenditure (current US$)	high	1.00000
country:THA	Gross national expenditure (current US$)	high	1.00000
country:BEL	Gross national expenditure (current US$)	high	1.00000
country:SWE	Gross national expenditure (current US$)	high	1.00000
country:POL	Gross national expenditure (current US$)	high	1.00000
country:CHE	Gross national expenditure (current US$)	high	1.00000
country:SAU	Gross national expenditure (current US$)	high	1.00000
country:TUR	Gross national expenditure (current US$)	high	1.00000
country:NLD	Gross national expenditure (current US$)	high	1.00000
country:IDN	Gross national expenditure (current US$)	high	1.00000
country:MEX	Gross national expenditure (current US$)	high	1.00000
country:ESP	Gross national expenditure (current US$)	high	1.00000
country:AUS	Gross national expenditure (current US$)	high	1.00000
country:BRA	Gross national expenditure (current US$)	high	1.00000
country:RUS	Gross national expenditure (current US$)	high	1.00000
country:KOR	Gross national expenditure (current US$)	high	1.00000
country:CAN	Gross national expenditure (current US$)	high	1.00000
country:ITA	Gross national expenditure (current US$)	high	1.00000
country:FRA	Gross national expenditure (current US$)	high	1.00000
country:GBR	Gross national expenditure (current US$)	high	1.00000
country:IND	Gross national expenditure (current US$)	high	1.00000
country:DEU	Gross national expenditure (current US$)	high	1.00000
country:FSM	Industry (including construction) value added (% of GDP)	low	1.00000
country:SDN	Industry (including construction) value added (% of GDP)	low	1.00000
country:COM	Industry (including construction) value added (% of GDP)	low	1.00000
country:BDI	Industry (including construction) value added (% of GDP)	low	1.00000
country:TCD	Industry (including construction) value added (% of GDP)	low	1.00000
country:LCA	Industry (including construction) value added (% of GDP)	low	1.00000
country:BHS	Industry (including construction) value added (% of GDP)	low	1.00000
country:LUX	Industry (including construction) value added (% of GDP)	low	1.00000
country:NPL	Industry (including construction) value added (% of GDP)	low	1.00000
country:DMA	Industry (including construction) value added (% of GDP)	low	1.00000
country:STP	Industry (including construction) value added (% of GDP)	low	1.00000
country:CYP	Industry (including construction) value added (% of GDP)	low	1.00000
country:MLT	Industry (including construction) value added (% of GDP)	low	1.00000
country:BLZ	Industry (including construction) value added (% of GDP)	low	1.00000
country:VCT	Industry (including construction) value added (% of GDP)	low	1.00000
country:SYC	Industry (including construction) value added (% of GDP)	low	1.00000
country:GRD	Industry (including construction) value added (% of GDP)	low	1.00000
country:MNE	Industry (including construction) value added (% of GDP)	low	1.00000
country:WSM	Industry (including construction) value added (% of GDP)	low	1.00000
country:GRC	Industry (including construction) value added (% of GDP)	low	1.00000
country:TCA	Industry (including construction) value added (% of GDP)	low	1.00000
country:FRA	Industry (including construction) value added (% of GDP)	low	1.00000
country:KEN	Industry (including construction) value added (% of GDP)	low	1.00000
country:GBR	Industry (including construction) value added (% of GDP)	low	1.00000
country:NLD	Industry (including construction) value added (% of GDP)	low	1.00000
country:FJI	Industry (including construction) value added (% of GDP)	low	1.00000
country:LBR	Industry (including construction) value added (% of GDP)	low	1.00000
country:MWI	Industry (including construction) value added (% of GDP)	low	1.00000
country:MUS	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:PAK	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:BRA	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:URY	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:PRT	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:GMB	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:LVA	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:CAF	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:DNK	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:RWA	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:ESP	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:MLI	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:CRI	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:HRV	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:MDA	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:NER	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:JAM	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:BEL	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:KNA	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:MKD	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:GEO	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:ALB	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:ETH	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:ATG	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:SWE	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:GTM	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:TGO	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:ITA	Industry (including construction) value added (% of GDP)	mediumLow	1.00000
country:EST	Industry (including construction) value added (% of GDP)	medium	1.00000
country:TUN	Industry (including construction) value added (% of GDP)	medium	1.00000
country:BGR	Industry (including construction) value added (% of GDP)	medium	1.00000
country:UKR	Industry (including construction) value added (% of GDP)	medium	1.00000
country:CMR	Industry (including construction) value added (% of GDP)	medium	1.00000
country:SLV	Industry (including construction) value added (% of GDP)	medium	1.00000
country:JOR	Industry (including construction) value added (% of GDP)	medium	1.00000
country:ZAF	Industry (including construction) value added (% of GDP)	medium	1.00000
country:BIH	Industry (including construction) value added (% of GDP)	medium	1.00000
country:SEN	Industry (including construction) value added (% of GDP)	medium	1.00000
country:FIN	Industry (including construction) value added (% of GDP)	medium	1.00000
country:ARG	Industry (including construction) value added (% of GDP)	medium	1.00000
country:SGP	Industry (including construction) value added (% of GDP)	medium	1.00000
country:NAM	Industry (including construction) value added (% of GDP)	medium	1.00000
country:COL	Industry (including construction) value added (% of GDP)	medium	1.00000
country:CPV	Industry (including construction) value added (% of GDP)	medium	1.00000
country:SRB	Industry (including construction) value added (% of GDP)	medium	1.00000
country:HTI	Industry (including construction) value added (% of GDP)	medium	1.00000
country:AUS	Industry (including construction) value added (% of GDP)	medium	1.00000
country:LTU	Industry (including construction) value added (% of GDP)	medium	1.00000
country:CHE	Industry (including construction) value added (% of GDP)	medium	1.00000
country:AUT	Industry (including construction) value added (% of GDP)	medium	1.00000
country:IND	Industry (including construction) value added (% of GDP)	medium	1.00000
country:BOL	Industry (including construction) value added (% of GDP)	medium	1.00000
country:HUN	Industry (including construction) value added (% of GDP)	medium	1.00000
country:HND	Industry (including construction) value added (% of GDP)	medium	1.00000
country:DEU	Industry (including construction) value added (% of GDP)	medium	1.00000
country:XKX	Industry (including construction) value added (% of GDP)	medium	1.00000
country:KGZ	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:MAR	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:ARM	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:UGA	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:NIC	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:SVK	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:PAN	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:GIN	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:ROU	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:LKA	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:GHA	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:PHL	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:TZA	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:POL	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:SVN	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:EGY	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:TUR	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:ECU	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:CZE	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:NGA	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:CHL	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:MEX	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:UZB	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:BLR	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:KOR	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:DOM	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:SWZ	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:RUS	Industry (including construction) value added (% of GDP)	mediumHigh	1.00000
country:BGD	Industry (including construction) value added (% of GDP)	high	1.00000
country:LAO	Industry (including construction) value added (% of GDP)	high	1.00000
country:THA	Industry (including construction) value added (% of GDP)	high	1.00000
country:KAZ	Industry (including construction) value added (% of GDP)	high	1.00000
country:PRY	Industry (including construction) value added (% of GDP)	high	1.00000
country:LSO	Industry (including construction) value added (% of GDP)	high	1.00000
country:MMR	Industry (including construction) value added (% of GDP)	high	1.00000
country:NOR	Industry (including construction) value added (% of GDP)	high	1.00000
country:KHM	Industry (including construction) value added (% of GDP)	high	1.00000
country:MNG	Industry (including construction) value added (% of GDP)	high	1.00000
country:MYS	Industry (including construction) value added (% of GDP)	high	1.00000
country:CHN	Industry (including construction) value added (% of GDP)	high	1.00000
country:DZA	Industry (including construction) value added (% of GDP)	high	1.00000
country:IDN	Industry (including construction) value added (% of GDP)	high	1.00000
country:IRL	Industry (including construction) value added (% of GDP)	high	1.00000
country:AGO	Industry (including construction) value added (% of GDP)	high	1.00000
country:BHR	Industry (including construction) value added (% of GDP)	high	1.00000
country:COD	Industry (including construction) value added (% of GDP)	high	1.00000
country:SAU	Industry (including construction) value added (% of GDP)	high	1.00000
country:ZMB	Industry (including construction) value added (% of GDP)	high	1.00000
country:GAB	Industry (including construction) value added (% of GDP)	high	1.00000
country:AZE	Industry (including construction) value added (% of GDP)	high	1.00000
country:GNQ	Industry (including construction) value added (% of GDP)	high	1.00000
country:OMN	Industry (including construction) value added (% of GDP)	high	1.00000
country:IRQ	Industry (including construction) value added (% of GDP)	high	1.00000
country:GUY	Industry (including construction) value added (% of GDP)	high	1.00000
country:QAT	Industry (including construction) value added (% of GDP)	high	1.00000
country:BRN	Industry (including construction) value added (% of GDP)	high	1.00000
country:TUV	GDP (current US$)	low	1.00000
country:NRU	GDP (current US$)	low	1.00000
country:MHL	GDP (current US$)	low	1.00000
country:FSM	GDP (current US$)	low	1.00000
country:DMA	GDP (current US$)	low	1.00000
country:STP	GDP (current US$)	low	1.00000
country:WSM	GDP (current US$)	low	1.00000
country:VCT	GDP (current US$)	low	1.00000
country:TCA	GDP (current US$)	low	1.00000
country:KNA	GDP (current US$)	low	1.00000
country:VUT	GDP (current US$)	low	1.00000
country:GRD	GDP (current US$)	low	1.00000
country:SYC	GDP (current US$)	low	1.00000
country:COM	GDP (current US$)	low	1.00000
country:ATG	GDP (current US$)	low	1.00000
country:GNB	GDP (current US$)	low	1.00000
country:SLB	GDP (current US$)	low	1.00000
country:LCA	GDP (current US$)	low	1.00000
country:BLZ	GDP (current US$)	low	1.00000
country:CPV	GDP (current US$)	low	1.00000
country:TLS	GDP (current US$)	low	1.00000
country:GMB	GDP (current US$)	low	1.00000
country:CAF	GDP (current US$)	low	1.00000
country:LSO	GDP (current US$)	low	1.00000
country:SUR	GDP (current US$)	low	1.00000
country:BDI	GDP (current US$)	low	1.00000
country:AND	GDP (current US$)	low	1.00000
country:DJI	GDP (current US$)	low	1.00000
country:LBR	GDP (current US$)	low	1.00000
country:SLE	GDP (current US$)	low	1.00000
country:FJI	GDP (current US$)	low	1.00000
country:MDV	GDP (current US$)	low	1.00000
country:BRB	GDP (current US$)	low	1.00000
country:SWZ	GDP (current US$)	low	1.00000
country:MNE	GDP (current US$)	low	1.00000
country:BMU	GDP (current US$)	low	1.00000
country:SOM	GDP (current US$)	low	1.00000
country:GUY	GDP (current US$)	mediumLow	1.00000
country:MRT	GDP (current US$)	mediumLow	1.00000
country:TGO	GDP (current US$)	mediumLow	1.00000
country:KGZ	GDP (current US$)	mediumLow	1.00000
country:TJK	GDP (current US$)	mediumLow	1.00000
country:XKX	GDP (current US$)	mediumLow	1.00000
country:RWA	GDP (current US$)	mediumLow	1.00000
country:MUS	GDP (current US$)	mediumLow	1.00000
country:BHS	GDP (current US$)	mediumLow	1.00000
country:TCD	GDP (current US$)	mediumLow	1.00000
country:NAM	GDP (current US$)	mediumLow	1.00000
country:GNQ	GDP (current US$)	mediumLow	1.00000
country:COG	GDP (current US$)	mediumLow	1.00000
country:MWI	GDP (current US$)	mediumLow	1.00000
country:JAM	GDP (current US$)	mediumLow	1.00000
country:MDA	GDP (current US$)	mediumLow	1.00000
country:ARM	GDP (current US$)	mediumLow	1.00000
country:MKD	GDP (current US$)	mediumLow	1.00000
country:BRN	GDP (current US$)	mediumLow	1.00000
country:NIC	GDP (current US$)	mediumLow	1.00000
country:MDG	GDP (current US$)	mediumLow	1.00000
country:NER	GDP (current US$)	mediumLow	1.00000
country:MNG	GDP (current US$)	mediumLow	1.00000
country:GIN	GDP (current US$)	mediumLow	1.00000
country:MOZ	GDP (current US$)	mediumLow	1.00000
country:MLT	GDP (current US$)	mediumLow	1.00000
country:BWA	GDP (current US$)	mediumLow	1.00000
country:BEN	GDP (current US$)	mediumLow	1.00000
country:PSE	GDP (current US$)	mediumLow	1.00000
country:LBN	GDP (current US$)	mediumLow	1.00000
country:ALB	GDP (current US$)	mediumLow	1.00000
country:GAB	GDP (current US$)	mediumLow	1.00000
country:GEO	GDP (current US$)	mediumLow	1.00000
country:LAO	GDP (current US$)	mediumLow	1.00000
country:MLI	GDP (current US$)	mediumLow	1.00000
country:BFA	GDP (current US$)	mediumLow	1.00000
country:HTI	GDP (current US$)	medium	1.00000
country:YEM	GDP (current US$)	medium	1.00000
country:ZMB	GDP (current US$)	medium	1.00000
country:TTO	GDP (current US$)	medium	1.00000
country:BIH	GDP (current US$)	medium	1.00000
country:ISL	GDP (current US$)	medium	1.00000
country:ZWE	GDP (current US$)	medium	1.00000
country:PNG	GDP (current US$)	medium	1.00000
country:KHM	GDP (current US$)	medium	1.00000
country:SEN	GDP (current US$)	medium	1.00000
country:CYP	GDP (current US$)	medium	1.00000
country:HND	GDP (current US$)	medium	1.00000
country:SLV	GDP (current US$)	medium	1.00000
country:MAC	GDP (current US$)	medium	1.00000
country:SDN	GDP (current US$)	medium	1.00000
country:EST	GDP (current US$)	medium	1.00000
country:NPL	GDP (current US$)	medium	1.00000
country:BHR	GDP (current US$)	medium	1.00000
country:LVA	GDP (current US$)	medium	1.00000
country:PRY	GDP (current US$)	medium	1.00000
country:BOL	GDP (current US$)	medium	1.00000
country:UGA	GDP (current US$)	medium	1.00000
country:LBY	GDP (current US$)	medium	1.00000
country:CMR	GDP (current US$)	medium	1.00000
country:JOR	GDP (current US$)	medium	1.00000
country:TUN	GDP (current US$)	medium	1.00000
country:COD	GDP (current US$)	medium	1.00000
country:AZE	GDP (current US$)	medium	1.00000
country:URY	GDP (current US$)	medium	1.00000
country:SVN	GDP (current US$)	medium	1.00000
country:SRB	GDP (current US$)	medium	1.00000
country:PAN	GDP (current US$)	medium	1.00000
country:CRI	GDP (current US$)	medium	1.00000
country:MMR	GDP (current US$)	medium	1.00000
country:LTU	GDP (current US$)	medium	1.00000
country:TZA	GDP (current US$)	medium	1.00000
country:HRV	GDP (current US$)	mediumHigh	1.00000
country:BLR	GDP (current US$)	mediumHigh	1.00000
country:UZB	GDP (current US$)	mediumHigh	1.00000
country:CIV	GDP (current US$)	mediumHigh	1.00000
country:AGO	GDP (current US$)	mediumHigh	1.00000
country:GHA	GDP (current US$)	mediumHigh	1.00000
country:BGR	GDP (current US$)	mediumHigh	1.00000
country:LKA	GDP (current US$)	mediumHigh	1.00000
country:OMN	GDP (current US$)	mediumHigh	1.00000
country:GTM	GDP (current US$)	mediumHigh	1.00000
country:LUX	GDP (current US$)	mediumHigh	1.00000
country:DOM	GDP (current US$)	mediumHigh	1.00000
country:ECU	GDP (current US$)	mediumHigh	1.00000
country:KEN	GDP (current US$)	mediumHigh	1.00000
country:ETH	GDP (current US$)	mediumHigh	1.00000
country:SVK	GDP (current US$)	mediumHigh	1.00000
country:MAR	GDP (current US$)	mediumHigh	1.00000
country:DZA	GDP (current US$)	mediumHigh	1.00000
country:QAT	GDP (current US$)	mediumHigh	1.00000
country:HUN	GDP (current US$)	mediumHigh	1.00000
country:KAZ	GDP (current US$)	mediumHigh	1.00000
country:UKR	GDP (current US$)	mediumHigh	1.00000
country:IRQ	GDP (current US$)	mediumHigh	1.00000
country:GRC	GDP (current US$)	mediumHigh	1.00000
country:PER	GDP (current US$)	mediumHigh	1.00000
country:PRT	GDP (current US$)	mediumHigh	1.00000
country:NZL	GDP (current US$)	mediumHigh	1.00000
country:CZE	GDP (current US$)	mediumHigh	1.00000
country:ROU	GDP (current US$)	mediumHigh	1.00000
country:FIN	GDP (current US$)	mediumHigh	1.00000
country:COL	GDP (current US$)	mediumHigh	1.00000
country:CHL	GDP (current US$)	mediumHigh	1.00000
country:PAK	GDP (current US$)	mediumHigh	1.00000
country:VNM	GDP (current US$)	mediumHigh	1.00000
country:HKG	GDP (current US$)	mediumHigh	1.00000
country:MYS	GDP (current US$)	mediumHigh	1.00000
country:PHL	GDP (current US$)	high	1.00000
country:SGP	GDP (current US$)	high	1.00000
country:DNK	GDP (current US$)	high	1.00000
country:EGY	GDP (current US$)	high	1.00000
country:BGD	GDP (current US$)	high	1.00000
country:ZAF	GDP (current US$)	high	1.00000
country:NGA	GDP (current US$)	high	1.00000
country:AUT	GDP (current US$)	high	1.00000
country:ISR	GDP (current US$)	high	1.00000
country:NOR	GDP (current US$)	high	1.00000
country:ARG	GDP (current US$)	high	1.00000
country:IRL	GDP (current US$)	high	1.00000
country:THA	GDP (current US$)	high	1.00000
country:BEL	GDP (current US$)	high	1.00000
country:SWE	GDP (current US$)	high	1.00000
country:POL	GDP (current US$)	high	1.00000
country:CHE	GDP (current US$)	high	1.00000
country:TUR	GDP (current US$)	high	1.00000
country:SAU	GDP (current US$)	high	1.00000
country:NLD	GDP (current US$)	high	1.00000
country:IDN	GDP (current US$)	high	1.00000
country:MEX	GDP (current US$)	high	1.00000
country:ESP	GDP (current US$)	high	1.00000
country:AUS	GDP (current US$)	high	1.00000
country:BRA	GDP (current US$)	high	1.00000
country:RUS	GDP (current US$)	high	1.00000
country:KOR	GDP (current US$)	high	1.00000
country:CAN	GDP (current US$)	high	1.00000
country:ITA	GDP (current US$)	high	1.00000
country:FRA	GDP (current US$)	high	1.00000
country:IND	GDP (current US$)	high	1.00000
country:GBR	GDP (current US$)	high	1.00000
country:DEU	GDP (current US$)	high	1.00000
country:JPN	GDP (current US$)	high	1.00000
country:CHN	GDP (current US$)	high	1.00000
country:USA	GDP (current US$)	high	1.00000
country:LBR	GDP per capita (current LCU)	low	1.00000
country:TLS	GDP per capita (current LCU)	low	1.00000
country:JOR	GDP per capita (current LCU)	low	1.00000
country:FSM	GDP per capita (current LCU)	low	1.00000
country:PSE	GDP per capita (current LCU)	low	1.00000
country:MHL	GDP per capita (current LCU)	low	1.00000
country:XKX	GDP per capita (current LCU)	low	1.00000
country:SLV	GDP per capita (current LCU)	low	1.00000
country:ECU	GDP per capita (current LCU)	low	1.00000
country:OMN	GDP per capita (current LCU)	low	1.00000
country:TUV	GDP per capita (current LCU)	low	1.00000
country:MNE	GDP per capita (current LCU)	low	1.00000
country:BHR	GDP per capita (current LCU)	low	1.00000
country:BLZ	GDP per capita (current LCU)	low	1.00000
country:AZE	GDP per capita (current LCU)	low	1.00000
country:WSM	GDP per capita (current LCU)	low	1.00000
country:TJK	GDP per capita (current LCU)	low	1.00000
country:PNG	GDP per capita (current LCU)	low	1.00000
country:FJI	GDP per capita (current LCU)	low	1.00000
country:TUN	GDP per capita (current LCU)	low	1.00000
country:BIH	GDP per capita (current LCU)	low	1.00000
country:GHA	GDP per capita (current LCU)	low	1.00000
country:PAN	GDP per capita (current LCU)	low	1.00000
country:GEO	GDP per capita (current LCU)	low	1.00000
country:NRU	GDP per capita (current LCU)	low	1.00000
country:GRC	GDP per capita (current LCU)	low	1.00000
country:LSO	GDP per capita (current LCU)	low	1.00000
country:LVA	GDP per capita (current LCU)	low	1.00000
country:SVK	GDP per capita (current LCU)	low	1.00000
country:BLR	GDP per capita (current LCU)	low	1.00000
country:SLB	GDP per capita (current LCU)	low	1.00000
country:BGR	GDP per capita (current LCU)	low	1.00000
country:LTU	GDP per capita (current LCU)	low	1.00000
country:DMA	GDP per capita (current LCU)	low	1.00000
country:PRT	GDP per capita (current LCU)	low	1.00000
country:VCT	GDP per capita (current LCU)	low	1.00000
country:ZMB	GDP per capita (current LCU)	low	1.00000
country:EST	GDP per capita (current LCU)	mediumLow	1.00000
country:BOL	GDP per capita (current LCU)	mediumLow	1.00000
country:TCA	GDP per capita (current LCU)	mediumLow	1.00000
country:SVN	GDP per capita (current LCU)	mediumLow	1.00000
country:ESP	GDP per capita (current LCU)	mediumLow	1.00000
country:LCA	GDP per capita (current LCU)	mediumLow	1.00000
country:PER	GDP per capita (current LCU)	mediumLow	1.00000
country:CYP	GDP per capita (current LCU)	mediumLow	1.00000
country:GRD	GDP per capita (current LCU)	mediumLow	1.00000
country:LBY	GDP per capita (current LCU)	mediumLow	1.00000
country:MLT	GDP per capita (current LCU)	mediumLow	1.00000
country:BHS	GDP per capita (current LCU)	mediumLow	1.00000
country:ITA	GDP per capita (current LCU)	mediumLow	1.00000
country:MAR	GDP per capita (current LCU)	mediumLow	1.00000
country:MOZ	GDP per capita (current LCU)	mediumLow	1.00000
